location_id,date,version_name,location_name,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,reff_mean,reff_lower,reff_upper,cumulative_deaths,daily_deaths,cumulative_cases,cumulative_deaths_unscaled,cumulative_hospitalizations,daily_deaths_unscaled,daily_infections,population,mobility_mean,mobility_obs,testing_mean,testing_lower,testing_upper,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,cumulative_all_vaccinated,cumulative_all_fully_vaccinated,cumulative_all_effectively_vaccinated,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,all_bed_capacity,icu_bed_capacity,infection_fatality,infection_detection,infection_hospitalization
1,2020-06-01,reference,Global,5135014.95,6201213.39,4028701.6,687657.79,538797.74,939569.98,256124498.9,213237967.26,307483453.04,11072.84,8207.18,15853.02,5632.25,5631.03,5633.71,447283.88,447243.9,447338.97,,,,693474.28,10412.56,6926352.29,447302.66,679440.41,4858.24,104852.97,7737464622.80812,-32.5561,1,2323450.1747,2323450.1747,2323450.1747,1,0.8695,0,0.6195,1,,,,741564.19,1003701.48,516876.16,146219.4,194185.63,103724.27,51889.53,68402.4,38180.48,17518594,536960,0.0032,0.0271,0.0115
1,2020-06-02,reference,Global,5155829.62,6234213.03,4042221.38,698890.13,547116.67,955629.49,261280328.52,217599958.58,313469569.39,11232.33,8280.65,16144.83,5619.74,5618.49,5621.25,452903.63,452862.59,452959.69,,,,704827.75,11353.47,7047516.52,453291.85,685104.63,5989.2,121164.23,7737464622.80812,-31.8592,1,2346104.3764,2346104.3764,2346104.3764,1,0.8673,0,0.6205,1,,,,749695.68,1012821.49,522570.45,148812.5,197224.03,105599.38,52527.93,69409.29,38736.4,17518594,536960,0.0032,0.0271,0.0114
1,2020-06-03,reference,Global,5173265.99,6264476.76,4054340.2,710273.12,555507.73,971928.38,266453594.52,221986036.9,319457112.2,11383,8347.64,16421.05,5604.87,5603.58,5606.42,458508.49,458466.39,458565.62,,,,716630.33,11802.58,7174069.44,459443.32,690025.53,6151.46,126552.92,7737464622.80812,-31.2254,1,2368821.6158,2368821.6158,2368821.6158,1,0.8662,0,0.6214,1,,,,758340.75,1022401.06,528740.44,151737.55,200788.94,107785.23,53140.45,70481.91,39282.5,17518594,536960,0.0032,0.0271,0.0114
1,2020-06-04,reference,Global,5187563.94,6283176.24,4065338.05,721799.8,563967.29,988448.94,271641158.46,226226887.98,325442339.14,11526.68,8411.03,16683.03,5590.71,5589.37,5592.3,464099.2,464056.01,464157.49,,,,728807.99,12177.66,7305519.84,465699.38,694720.1,6256.06,131450.4,7737464622.80812,-30.6558,1,2391627.6905,2391627.6905,2391627.6905,1,0.8652,0,0.6222,1,,,,766136.24,1030613.46,534534.2,153928.58,203327.39,109476.29,53729.95,71556.15,39820.84,17518594,536960,0.0032,0.027,0.0114
1,2020-06-05,reference,Global,5199002.06,6310281.63,4075511.71,733464.82,572494.02,1005177.85,276840160.52,230423299.54,331421935.52,11665.02,8473.22,16932.91,5578.97,5577.59,5580.61,469678.17,469633.92,469737.66,,,,740560.36,11752.38,7441766.65,471363.76,699473.49,5664.38,136246.81,7737464622.80812,-30.1507,1,2414546.0434,2414546.0434,2414546.0434,1,0.8632,0,0.6229,1,,,,774036.16,1038772.56,539880.62,155926.25,205491.8,110790.87,54297.63,72411.28,40351.73,17518594,536960,0.0031,0.027,0.0114
1,2020-06-06,reference,Global,5207891.65,6331224.95,4085150.28,745266.08,581089.64,1022109.03,282048052.17,234635572.87,337393067.93,11801.26,8537.23,17175.62,5570.62,5569.2,5572.31,475248.79,475203.61,475309.95,,,,752205.75,11645.38,7574730.78,476928.72,704175.28,5564.96,132964.13,7737464622.80812,-29.7105,1,2437599.7818,2437599.7818,2437599.7818,1,0.8612,0,0.6234,1,,,,779467.53,1043347.84,543277.31,157508.98,207145.79,111985,54846.83,73109.92,40877.49,17518594,536960,0.0031,0.0269,0.0114
1,2020-06-07,reference,Global,5214571.85,6346311.14,4094557.38,757205.57,589758.87,1039245.09,287262624.02,238862554.61,343353384.94,11939.49,8606.05,17417.71,5566.06,5564.6,5567.79,480814.84,480768.74,480877.74,,,,762594.06,10388.32,7693387.7,481467.91,708686.8,4539.19,118656.91,7737464622.80812,-29.3347,1,2460799.0193,2460799.0193,2460799.0193,1,0.8592,0,0.6236,1,,,,786819.86,1050346.02,548013.82,159935.12,209852.07,113902.14,55382.54,73785.97,41401.97,17518594,536960,0.0031,0.0268,0.0113
1,2020-06-08,reference,Global,5219397.42,6355923.93,4104028.42,769293.21,598511.06,1056602.7,292482021.44,243103359.99,349301006.62,12087.64,8684.35,17672.48,5566.53,5565.04,5568.29,486381.38,486334.35,486446.03,,,,773485.55,10891.48,7803562.61,486159.04,713597.28,4691.13,110174.91,7737464622.80812,-29.0168,1,2484153.4302,2484153.4302,2484153.4302,1,0.8572,0,0.6237,1,,,,794431.35,1057545.77,552949.99,162044.42,212176.76,115686.03,55908.42,74443.62,41948.75,17518594,536960,0.0031,0.0268,0.0113
1,2020-06-09,reference,Global,5222739.29,6360506.17,4113863.78,781546.39,607360.07,1074210.72,297704760.74,247357399.78,355234518.02,12253.18,8776.72,17952.08,5573.82,5572.31,5575.59,491955.2,491907.24,492021.61,,,,785879.8,12394.26,7932120.35,492124.55,718790.46,5965.51,128557.74,7737464622.80812,-28.7449,1,2507668.7621,2507668.7621,2507668.7621,1,0.8552,0,0.6237,1,,,,801622.1,1064062.97,558256.51,163501.79,214300.05,116821.01,56423.22,75082.15,42521.03,17518594,536960,0.003,0.0268,0.0114
1,2020-06-10,reference,Global,5224971.16,6360623.2,4124355.39,793990.82,616324.45,1092111.96,302929731.89,251624387.44,361152947.82,12444.43,8887.79,18270.76,5588.05,5586.52,5589.82,497543.25,497494.35,497611.2,,,,799567.4,13687.59,8074765.88,498435.92,724435.01,6311.37,142645.52,7737464622.80812,-28.5062,1,2531348.1233,2531348.1233,2531348.1233,1,0.8541,0,0.6236,1,,,,807983.71,1072386.51,563328.44,164962.43,216754.41,117877.7,56924.78,75699.81,43135.19,17518594,536960,0.003,0.0269,0.0114
1,2020-06-11,reference,Global,5226467.53,6357395.96,4135784.14,806655.15,625423.19,1110354.56,308156199.42,255904349.79,367055738.26,12664.33,9017.93,18634.94,5607.21,5605.69,5608.99,503150.46,503100.61,503219.89,,,,812954.02,13386.62,8219218.36,504646.91,729445.56,6210.99,144452.49,7737464622.80812,-28.376,1,2555200.9634,2555200.9634,2555200.9634,1,0.8532,0,0.6235,1,,,,814413.89,1081551.32,568678.15,166291.62,219177.35,118923.72,57413.61,76297.44,43737.36,17518594,536960,0.003,0.0271,0.0114
1,2020-06-12,reference,Global,5227601.91,6350705.13,4148405.33,819563.32,634670.67,1128978.96,313383801.33,260197617.47,372942706.73,12908.17,9162.46,19038.59,5628.19,5626.67,5629.96,508778.65,508727.84,508849.56,,,,826438.77,13484.75,8368560.19,510506.97,734632.85,5860.06,149341.83,7737464622.80812,-28.1827,1,2579230.9802,2579230.9802,2579230.9802,1,0.8514,0,0.6233,1,,,,822778.35,1094415.57,576135.44,167441.13,221544.06,119886.08,57885.77,76874.53,44321.25,17518594,536960,0.003,0.0274,0.0114
1,2020-06-13,reference,Global,5228731.89,6341132.74,4162443.66,832726.58,644071.9,1148005.44,318612533.23,264504797.92,378814664.65,13163.26,9311.96,19462.68,5646.53,5645.01,5648.3,514425.18,514373.41,514497.62,,,,839157.69,12718.92,8510558.65,515985.62,739645.91,5478.65,141998.46,7737464622.80812,-28.0129,1,2603452.8038,2603452.8038,2603452.8038,1,0.8495,0,0.6229,1,,,,831167.37,1107687.03,583048.87,167949.73,222967.44,120454.35,58331.33,77418.94,44874.76,17518594,536960,0.003,0.0277,0.0114
1,2020-06-14,reference,Global,5230197.24,6329261,4178107.34,846137.01,653619.05,1167423.81,323842730.46,268826764.05,384671336.45,13410.44,9453.57,19877.25,5658.27,5656.72,5660.03,520083.45,520030.31,520157.57,,,,851244.1,12086.41,8640668.89,520762.36,744744.06,4776.74,130110.24,7737464622.80812,-27.8721,1,2627887.7755,2627887.7755,2627887.7755,1,0.8477,0,0.6227,1,,,,836621,1116240.94,588294.37,168266.86,224180.33,120980.92,58736.05,77915.89,45381.66,17518594,536960,0.0031,0.0281,0.0115
1,2020-06-15,reference,Global,5232311.93,6315670.9,4194339.74,859763.86,663289.81,1187186.99,329075042.39,273164633.91,390513554.66,13626.84,9572.85,20245.23,5660.87,5659.3,5662.63,525744.32,525689.82,525820.11,,,,864193.83,12949.73,8768023.36,525788.21,750445.95,5025.86,127354.47,7737464622.80812,-27.7627,1,2652562.5396,2652562.5396,2652562.5396,1,0.8458,0,0.6226,1,,,,841830.49,1125292.83,593821.84,168201.61,224832.22,121275.91,59089.55,78356.13,45665.81,17518594,536960,0.0031,0.0285,0.0115
1,2020-06-16,reference,Global,5235361.29,6300940.61,4212305.22,873552.97,673047.13,1207210.15,334310403.68,277519760.57,396342434.24,13789.11,9655.19,20528.38,5652.62,5651.03,5654.38,531396.94,531341.11,531474.39,,,,879020.27,14826.44,8917171.96,531846.45,756068.84,6058.24,149148.6,7737464622.80812,-27.6811,1,2677506.4151,2677506.4151,2677506.4151,1,0.8439,0,0.6227,1,,,,847341.77,1135297.47,599833.32,168413.93,225726.57,121810.22,59395.46,78744.5,45864.59,17518594,536960,0.003,0.0289,0.0115
1,2020-06-17,reference,Global,5239599.33,6285621.48,4232326.54,887425.17,682838.08,1227368.3,339550003.01,281893700.7,402159346.57,13872.2,9685.11,20685.62,5632.44,5630.83,5634.19,537029.38,536972.21,537108.47,,,,893079.48,14059.21,9070124.82,537984.41,761530.94,6137.96,152952.86,7737464622.80812,-27.6199,1,2702748.8648,2702748.8648,2702748.8648,1,0.843,0,0.6225,1,,,,853107.06,1147903.78,606001.22,169330.4,227297.49,122815.06,59662.03,79090.35,46023.15,17518594,536960,0.003,0.0294,0.0115
1,2020-06-18,reference,Global,5245248.02,6270213.8,4254486.12,901290.28,692603.68,1247641.14,344795251.02,286288175.15,408099428.1,13865.11,9656.92,20697.83,5600.8,5599.18,5602.54,542630.18,542571.7,542711.4,,,,907723.08,14643.6,9217786.95,544063.21,767290.46,6078.8,147662.13,7737464622.80812,-27.57,1,2728318.024,2728318.024,2728318.024,1,0.8422,0,0.6221,1,,,,855619.25,1159237.61,609723.24,169376.82,226972.82,123194.69,59896.84,79518.54,46150.12,17518594,536960,0.003,0.0299,0.0115
1,2020-06-19,reference,Global,5252492.86,6255160.98,4285512.42,915069.46,702293.78,1268222.39,350047743.88,290619364.07,414085010.24,13779.17,9579.78,20581.25,5560.93,5559.28,5562.64,548191.11,548131.34,548274.89,,,,922312.09,14589,9405704.88,550138.42,773137.15,6075.2,187917.93,7737464622.80812,-27.524,1,2754240.4112,2754240.4112,2754240.4112,1,0.8405,0,0.6213,1,,,,857514.24,1169685.78,613225.91,169666.26,228473.96,123733.79,60105.82,79945.74,46317.54,17518594,536960,0.0029,0.0305,0.0116
1,2020-06-20,reference,Global,5261485.44,6240855.4,4321832.89,928707.58,711874.97,1288594.52,355309229.32,294933207.9,420077409.62,13638.12,9470.16,20372.13,5518,5516.33,5519.7,553709.11,553648.08,553794.5,,,,935681.63,13369.54,9573921.72,555675.84,779157.51,5537.42,168216.83,7737464622.80812,-27.4785,1,2780541.3744,2780541.3744,2780541.3744,1,0.8388,0,0.6201,1,,,,861207.38,1179407.3,618234.41,170313.34,230172.38,124585.84,60297.29,80329.22,46512.25,17518594,536960,0.0029,0.0311,0.0116
1,2020-06-21,reference,Global,5272344.6,6227649.13,4360356.75,942176.12,721329.83,1308706.42,360581573.92,299277251.76,426079201.62,13468.54,9345.52,20111.91,5476.83,5475.17,5478.52,559185.94,559123.66,559273.2,,,,948165.36,12483.73,9711365.42,560287.54,784540.69,4611.7,137443.7,7737464622.80812,-27.4309,1,2807245.7053,2807245.7053,2807245.7053,1,0.8371,0,0.6187,1,,,,862433.1,1184404.47,621560.39,170092.94,230262.05,124901.82,60480.93,80676.3,46691.76,17518594,536960,0.0028,0.0317,0.0116
1,2020-06-22,reference,Global,5285155.07,6215847.64,4401056.57,955471.81,730658.54,1328547.13,365866728.99,303653621.28,432093049.54,13295.69,9221.81,19840.71,5441.11,5439.45,5442.8,564627.06,564563.2,564716.25,,,,960243.52,12078.17,9854684.22,564647.74,790442.1,4360.21,143318.8,7737464622.80812,-27.3741,1,2834378.0851,2834378.0851,2834378.0851,1,0.8354,0,0.6169,1,,,,861521.05,1186975.53,623860.26,169417.42,229578.01,124902.08,60665.51,80995.34,46857.65,17518594,536960,0.0027,0.0324,0.0116
1,2020-06-23,reference,Global,5299965.07,6211789.91,4436993.57,968618.85,739881.4,1348150.56,371166694.06,308064332.41,438121671.96,13147.05,9115.72,19603.43,5414.28,5412.62,5415.97,570041.34,569975.94,570132.45,,,,973459.59,13216.07,10025453.7,570481.07,796386.44,5833.33,170769.48,7737464622.80812,-27.2967,1,2861963.0587,2861963.0587,2861963.0587,1,0.8338,0,0.6149,1,,,,860844.49,1189167.49,626280.02,168642.71,228598.07,124730.09,60854.2,81114.77,47015.16,17518594,536960,0.0027,0.0331,0.0117
1,2020-06-24,reference,Global,5316788.67,6217132.1,4463697.09,981663.69,749029.85,1367587.12,376483482.73,312511235.82,444167805.31,13044.84,9040.45,19436.55,5399.19,5397.53,5400.9,575440.53,575373.63,575533.58,,,,987574.91,14115.32,10207450.82,576397.16,802444.21,5916.09,181997.12,7737464622.80812,-27.1876,1,2890024.3849,2890024.3849,2890024.3849,1,0.8329,0,0.6126,1,,,,857243.21,1187002.1,626752.74,167906.78,227419.33,124734.95,61050.29,81236.79,47169.78,17518594,536960,0.0026,0.0338,0.0117
1,2020-06-25,reference,Global,5335607.82,6229196.39,4492345.77,994667.34,758143.98,1386951.48,381819090.54,316995965.56,450234163.16,13003.65,9004.55,19364.37,5398.17,5396.52,5399.9,580838.69,580770.33,580933.7,,,,1000352.28,12777.37,10394842.24,581995.5,808828.34,5598.34,187391.42,7737464622.80812,-27.0408,1,2918583.7662,2918583.7662,2918583.7662,1,0.8322,0,0.6101,1,,,,854016.74,1184815.08,627544.64,167344.02,226444.19,124896.44,61259.75,81369.15,47328.4,17518594,536960,0.0026,0.0345,0.0117
1,2020-06-26,reference,Global,5356369.76,6245464.33,4513395.07,1007692.63,767264.16,1406342.58,387175460.31,321519899.54,456323369.07,13025.29,9008.48,19391.1,5411.64,5410,5413.39,586250.33,586180.53,586347.29,,,,1013225.24,12872.96,10596151.48,587696.18,815429.54,5700.68,201309.24,7737464622.80812,-26.8587,1,2947658.9882,2947658.9882,2947658.9882,1,0.8307,0,0.607,1,,,,848914.54,1179715.2,626212.75,166103.25,224302.36,124678.87,61488.37,81465.9,47505.46,17518594,536960,0.0026,0.0352,0.0118
1,2020-06-27,reference,Global,5378988.54,6264280.98,4533214.64,1020798.11,776427.72,1425853.89,392554448.85,326084155.7,462437927.64,13105.48,9051.33,19511.31,5438.77,5437.15,5440.54,591689.11,591617.9,591788.03,,,,1026259.84,13034.6,10786528.3,593397.87,821638.97,5701.69,190376.82,7737464622.80812,-26.6518,1,2977262.8077,2977262.8077,2977262.8077,1,0.8292,0,0.6037,1,,,,844244.79,1174801.56,623813.63,165298.07,223015.38,124682.77,61739.78,81669.51,47805.52,17518594,536960,0.0026,0.0358,0.0118
1,2020-06-28,reference,Global,5403346.37,6285604.23,4552509.95,1034033.69,785666.61,1445566.02,397957795.22,330689586.44,468580156.51,13235.58,9127.07,19712.13,5478.37,5476.73,5480.16,597167.48,597094.92,597268.36,,,,1037230.78,10970.94,10961027.66,597942.15,828114.83,4544.29,174499.36,7737464622.80812,-26.4337,1,3007401.5733,3007401.5733,3007401.5733,1,0.8277,0,0.6007,1,,,,842031.81,1172765.94,623349.02,164468.18,221517.3,124604.07,62013.49,81883.29,48137.13,17518594,536960,0.0026,0.0364,0.0119
1,2020-06-29,reference,Global,5429293.82,6309352.24,4567641.75,1047439.42,795006.74,1465544.46,403387089.05,335336746.39,474752146.12,13405.73,9229.46,19978.44,5529.69,5528.02,5531.5,602697.17,602623.3,602799.9,,,,1050385.8,13155.03,11125254.58,602748.19,834715.52,4806.04,164226.92,7737464622.80812,-26.2164,1,3038074.7501,3038074.7501,3038074.7501,1,0.8262,0,0.5981,1,,,,839369.96,1169482.69,622751.09,164522.39,221716.31,125076.49,62307.57,82100.45,48497.55,17518594,536960,0.0026,0.0369,0.0119
1,2020-06-30,reference,Global,5456651.05,6335417.77,4577870.44,1061041.52,804466.03,1485832.22,408843740.1,340025910.84,480955719.23,13602.1,9350.61,20287.75,5591.81,5590.11,5593.64,608288.98,608213.86,608392.95,,,,1065295.27,14909.47,11311471.21,608886.95,841490.75,6138.76,186216.63,7737464622.80812,-26.0117,1,3069274.9844,3069274.9844,3069274.9844,1,0.8247,0,0.5959,1,,,,837389,1166820.15,622761.25,164111.31,221181.1,125063.96,62620.39,82320.6,48884.41,17518594,536960,0.0027,0.0374,0.012
1,2020-07-01,reference,Global,5485207.51,6363633.98,4590047.56,1074849.38,814052.46,1506444.84,414328947.61,344757095.37,487192386.6,13807.86,9480.65,20612.63,5662.39,5660.65,5664.23,613951.37,613875.04,614056.58,,,,1080146.46,14851.19,11522726.3,614834.85,848893.62,5947.9,211255.09,7737464622.80812,-25.8293,1,3100985.6148,3100985.6148,3100985.6148,1,0.824,0,0.5943,1,,,,836070.39,1164408.75,623439.96,164820.78,222784.87,125811.19,62950.51,82543.08,49295.44,17518594,536960,0.0027,0.0378,0.012
1,2020-07-02,reference,Global,5514723.42,6394560.82,4604050.41,1088856.15,823763.84,1527371.36,419843671.04,349530080.62,493463299.43,14006.77,9609.36,20926.52,5737.08,5735.32,5738.99,619688.45,619610.97,619794.91,,,,1094389.38,14242.92,11741156.42,620888.59,856050.53,6053.74,218430.11,7737464622.80812,-25.6762,1,3133189.1565,3133189.1565,3133189.1565,1,0.8233,0,0.5929,1,,,,835713.75,1162778.55,624929.1,166816.07,226476.83,127314.2,63294.42,82766.15,49726.16,17518594,536960,0.0027,0.0382,0.0121
1,2020-07-03,reference,Global,5544930.8,6427634.42,4629443.06,1103045.14,833592,1548584.59,425388601.83,354344405.17,499712053.43,14188.99,9730.31,21213.23,5811.6,5809.82,5813.58,625500.05,625421.48,625607.76,,,,1108581.48,14192.1,11953136.45,627108.74,863154.84,6220.15,211980.04,7737464622.80812,-25.5594,1,3165857.878,3165857.878,3165857.878,1,0.822,0,0.5919,1,,,,834711.78,1159785.93,626148.92,167891.25,228114.35,128234.4,63648.72,83000.71,50172.26,17518594,536960,0.0028,0.0386,0.0121
1,2020-07-04,reference,Global,5575538.05,6462439.88,4659757.02,1117391.67,843523.38,1570044.04,430964139.88,359199379.9,505895501.24,14346.53,9837.6,21459.45,5881.9,5880.09,5883.94,631381.95,631302.32,631490.92,,,,1122697.5,14116.02,12158174.52,632916.29,870311.96,5807.55,205038.07,7737464622.80812,-25.4839,1,3198956.8716,3198956.8716,3198956.8716,1,0.8208,0,0.5911,1,,,,832854.78,1155410.53,626803.68,168169.11,228574.17,128606.88,64014.49,83235.15,50633.94,17518594,536960,0.0028,0.039,0.0122
1,2020-07-05,reference,Global,5606236.86,6495977.18,4690520.48,1131862.79,853538.42,1591695.83,436570376.74,364094104.48,512237693.28,14471.12,9924.87,21651.79,5944.03,5942.2,5946.13,637325.97,637245.32,637436.23,,,,1135503.64,12806.14,12345527.87,638010.57,877523.09,5094.27,187353.35,7737464622.80812,-25.4499,1,3232444.3638,3232444.3638,3232444.3638,1,0.8195,0,0.5906,1,,,,831093.5,1150624.64,627713.35,169009.6,229976.51,129277.86,64396.9,83476.05,51115.62,17518594,536960,0.0028,0.0393,0.0122
1,2020-07-06,reference,Global,5636698.43,6527692.54,4721459.7,1146418.79,863612.67,1613474.95,442207075.16,369027446.64,518745524.97,14556,9987.05,21779.12,5995.24,5993.42,5997.4,643321.21,643239.21,643432.77,,,,1149156.77,13653.13,12517562.6,643271.42,885135.47,5260.86,172034.73,7737464622.80812,-25.3658,1,3266292.3254,3266292.3254,3266292.3254,1,0.8182,0,0.5904,1,,,,830805.45,1147811.81,629880.93,169576.5,230379.01,129996.74,64802.24,83730.97,51623.08,17518594,536960,0.0028,0.0397,0.0122
1,2020-07-07,reference,Global,5666583.51,6562640.41,4752305.66,1161019.92,873720.87,1635316.14,447873658.68,373998060.81,525273694.03,14601.13,10023.23,21841.19,6034.38,6032.57,6036.6,649355.59,649272.25,649468.48,,,,1164575.25,15418.48,12731615.1,649955.8,892939.23,6684.38,214052.5,7737464622.80812,-25.3899,1,3300420.5212,3300420.5212,3300420.5212,1,0.8169,0,0.5905,1,,,,830597.08,1144601.9,630212.14,170308.16,231007.86,130816.28,65236.06,84006.5,52120.74,17518594,536960,0.0028,0.04,0.0123
1,2020-07-08,reference,Global,5695548.11,6584696.55,4782792.67,1175636.02,883842.62,1657169.41,453569206.79,379004413.19,531820347.51,14616.11,10038.18,21853.27,6062.51,6060.71,6064.79,655418.09,655333.44,655532.35,,,,1179274.06,14698.81,12952398.53,656307.15,900607.79,6351.35,220783.43,7737464622.80812,-25.4249,1,3334763.5426,3334763.5426,3334763.5426,1,0.8163,0,0.591,1,,,,833550.26,1145564.86,632854.59,170558.64,230375.63,131449.37,65701.96,84176.52,52478.32,17518594,536960,0.0028,0.0404,0.0123
1,2020-07-09,reference,Global,5723255.1,6599667.92,4797936.45,1190255.01,893968.71,1679013.14,459292461.88,384044799.49,538383194.36,14618.99,10042.82,21843.73,6083.58,6081.79,6085.92,661501.68,661415.73,661617.35,,,,1193577.57,14303.51,13180548.05,662753.95,908371.4,6446.8,228149.53,7737464622.80812,-25.4592,1,3369249.2786,3369249.2786,3369249.2786,1,0.8158,0,0.5916,1,,,,836673.37,1146273.77,635356.64,171050.45,229720.25,132284.67,66203.01,84317.44,52863.91,17518594,536960,0.0028,0.0407,0.0124
1,2020-07-10,reference,Global,5749379.71,6613876.03,4807054.3,1204882.82,904102.15,1700854.8,465041841.59,389117373.05,544959526.01,14627.81,10049.29,21841.66,6102.31,6100.51,6104.69,667603.99,667516.76,667721.12,,,,1208833.23,15255.66,13423277.55,669162.42,916915.57,6408.47,242729.49,7737464622.80812,-25.4864,1,3403800.0079,3403800.0079,3403800.0079,1,0.8147,0,0.5921,1,,,,839542.75,1146782.18,637678.77,170736.46,227858.89,132455.97,66740.65,84550.87,53284.86,17518594,536960,0.0028,0.041,0.0124
1,2020-07-11,reference,Global,5773613.95,6627008.84,4814116.91,1219541.38,914257.08,1722727.28,470815455.53,394204244.91,551546193.22,14658.55,10068.76,21872.48,6123.36,6121.54,6125.78,673727.35,673638.85,673845.99,,,,1223369.94,14536.71,13647001.16,675397.45,924851.33,6235.03,223723.62,7737464622.80812,-25.506,1,3438333.904,3438333.904,3438333.904,1,0.8137,0,0.5926,1,,,,843458.05,1148779.14,640472.68,171190.94,227179.89,132967.2,67311.67,84888.72,53739.49,17518594,536960,0.0028,0.0413,0.0125
1,2020-07-12,reference,Global,5795675.84,6639181.9,4819148.68,1234262.82,924455.18,1744679.63,476611131.38,399304921.61,558139603.66,14721.44,10108.65,21952.36,6150.36,6148.54,6152.82,679877.71,679787.91,679997.92,,,,1237893.2,14523.27,13853049.91,680848.35,932858.42,5450.9,206048.75,7737464622.80812,-25.5213,1,3472767.2235,3472767.2235,3472767.2235,1,0.8127,0,0.593,1,,,,845838.88,1148563.11,642121.1,171287.66,226033.62,133207.78,67908.52,85243.78,54221.92,17518594,536960,0.0028,0.0415,0.0125
1,2020-07-13,reference,Global,5815317.22,6652054.98,4820792.52,1249085.35,934722.54,1766770.5,482426448.6,404431354.77,564735814.41,14822.53,10171.54,22090.87,6186.17,6184.33,6188.65,686063.88,685972.77,686185.72,,,,1250823.3,12930.09,14049582.32,685963.19,941337.51,5114.84,196532.41,7737464622.80812,-25.535,1,3507016.4135,3507016.4135,3507016.4135,1,0.8116,0,0.5934,1,,,,848396.97,1148628.93,643742.97,171445.7,225209.19,133382.6,68522.09,85607.65,54796.68,17518594,536960,0.0029,0.0418,0.0126
1,2020-07-14,reference,Global,5832335.22,6663048.3,4833609.7,1264048.74,944994.42,1789061.33,488258783.82,409581402.15,571330744.52,14963.39,10260.82,22290.82,6232.2,6230.34,6234.76,692296.08,692203.67,692419.6,,,,1266641.27,15817.98,14278419.46,692751.18,949661.49,6787.99,228837.15,7737464622.80812,-25.5476,1,3541000.8217,3541000.8217,3541000.8217,1,0.8106,0,0.5938,1,,,,851670.87,1149358.73,645793.34,172580.95,225895.35,134214.17,69142.56,85971.44,55468.93,17518594,536960,0.0029,0.042,0.0126
1,2020-07-15,reference,Global,5846575.6,6685358.03,4850888.23,1279186.58,955362.34,1811604.17,494105359.42,414752865.5,577920296.01,15137.84,10373.22,22542.84,6287.94,6286.06,6290.57,698584.02,698490.31,698709.29,,,,1282718.71,16077.43,14518093.46,699556.99,958416.18,6805.82,239673.99,7737464622.80812,-25.5594,1,3574645.5251,3574645.5251,3574645.5251,1,0.8101,0,0.5943,1,,,,854079.36,1148978.84,647241.33,173664.64,226771.88,134952.39,69761.22,86326.95,56136.05,17518594,536960,0.0029,0.0423,0.0127
1,2020-07-16,reference,Global,5857932.7,6715526.64,4865921.48,1294522.5,965864.7,1834436.02,499963292.12,419943510.49,584500458.41,15335.91,10502.76,22831.85,6350.77,6348.87,6353.48,704934.79,704839.37,705061.87,,,,1298662.9,15944.19,14779094.68,706511.32,967362.21,6954.33,261001.22,7737464622.80812,-25.5711,1,3607884.1937,3607884.1937,3607884.1937,1,0.8097,0,0.5949,1,,,,854858.73,1147290.41,647304.25,174627.06,227540.23,135498.18,70370.88,86667.62,56792.32,17518594,536960,0.003,0.0426,0.0127
1,2020-07-17,reference,Global,5866352.19,6739505.66,4878727.21,1310072.83,976513.35,1857582.58,505829644.31,425151129.3,591067368.29,15550.34,10644.61,23146.56,6417.8,6415.88,6420.58,711352.59,711255.25,711481.55,,,,1314672.39,16009.49,15025572.96,713273.21,976440.17,6761.88,246478.28,7737464622.80812,-25.584,1,3640663.9732,3640663.9732,3640663.9732,1,0.8089,0,0.5954,1,,,,855506.68,1145331.59,647189.34,176044.86,228736.58,136283.79,70965.73,86988.26,57433.57,17518594,536960,0.003,0.0429,0.0127
1,2020-07-18,reference,Global,5871836.32,6746429.72,4889339.07,1325840.66,987301.45,1881048.95,511701480.63,430373545.52,597617349.73,15767.83,10789.86,23466.37,6485.28,6483.33,6488.12,717837.87,717738.58,717968.76,,,,1329029.69,14357.29,15259523.41,719431.6,985494.86,6158.39,233950.45,7737464622.80812,-25.599,1,3672943.6872,3672943.6872,3672943.6872,1,0.8081,0,0.5959,1,,,,861340.54,1149801.54,651123.34,178536.08,231353.31,137840.01,71543.26,87286.8,57933.7,17518594,536960,0.003,0.0432,0.0128
1,2020-07-19,reference,Global,5874439.5,6748227.24,4897821.74,1341810.75,998222.43,1904812.29,517575920.12,435608648.34,604146957.95,15970.09,10926.34,23763.34,6548.65,6546.66,6551.55,724386.52,724285.26,724519.55,,,,1343733.33,14703.65,15479993.24,724892.92,994312.95,5461.32,220469.83,7737464622.80812,-25.6151,1,3704697.9783,3704697.9783,3704697.9783,1,0.8073,0,0.5963,1,,,,866638.2,1150346.69,654770.95,181146.99,234125.65,139502.73,72103.84,87575.41,58327.6,17518594,536960,0.0031,0.0436,0.0128
